time	u0	u1	u2	u3	u4	u5	u6	u7	t0	t1	t2	t3	tgpu	clf0	clf4	v	a	w		
511049788.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.783	3.924		
511049789.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.759	3.802		
511049789.6	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.757	3.798		
511049790	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.012	0.757	3.794		
511049790.4	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.789	3.962		
511049790.7	0	0	1	0	0.090909091	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.764	3.832		
511049791.2	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.761	3.813		
511049791.5	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.76	3.809		
511049791.9	0	0	1	0	0.1	0.272727273	0	0	61	59	62	64	57	1400000	1900000	5.011	0.779	3.908		
511049792.3	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.767	3.844		
511049792.7	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.762	3.821		
511049793	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.756	3.79		
511049793.4	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.781	3.916		
511049793.8	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.762	3.821		
511049794.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.87	4.37		
511049794.5	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.76	3.809		
511049795	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.784	3.931		
511049795.3	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.758	3.798		
511049795.7	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.779	3.908		
511049796.1	0	0	1	0	0	0	0	0	61	60	62	63	57	1400000	1900000	5.012	0.796	3.992		
511049796.5	0	0	1	0	0.1	0	0	0	59	59	62	62	58	1400000	1900000	5.016	0.856	4.298		
511049796.8	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.762	3.821		
511049797.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.761	3.817		
511049797.6	0	0	1	0	0.1	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.759	3.802		
511049797.9	0	0	1	0	0.272727273	0.222222222	0	0	59	59	62	62	57	1400000	1900000	5.012	0.801	4.019		
511049798.4	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.02	0.861	4.328		
511049798.8	0	0	1	0	0.090909091	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.758	3.802		
511049799.1	0	0	1	0	0.2	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.78	3.912		
511049799.5	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.782	3.924		
511049799.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.759	3.809		
511049800.3	0	0	1	0	0	0	0	0	60	60	62	63	57	1400000	1900000	5.01	0.758	3.802		
511049800.7	0	0	1	0	0.2	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.813		
511049801.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.785	3.939		
511049801.4	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.765	3.836		
511049801.8	0	0	1	0	0	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.762	3.825		
511049802.3	0	0	1	0	0.375	0.4	0.1	0	59	59	61	62	57	1400000	1900000	5.01	0.762	3.821		
511049802.6	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.014	0.814	4.084		
511049803	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.757	3.794		
511049803.3	0	0	1	0	0	0.111111111	0	0	59	59	62	62	57	1400000	1900000	5.011	0.758	3.805		
511049803.7	0	0	0.6	0	0.111111111	0.090909091	0	0	59	59	62	62	57	1400000	1900000	5.012	0.774	3.882		
511049804.2	0	0	0	0	0	0	0	0	58	59	61	62	57	1400000	1900000	5.012	0.768	3.851		
511049804.6	0	0	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.822	4.122		
511049804.8	0	0	0	0	0	0	0	0	58	59	61	62	57	1400000	1900000	5.009	0.713	3.573		
511049805.3	0	0	0	0	0.2	0	0	0	58	59	61	61	57	1400000	1900000	5.005	0.71	3.554		
511049805.7	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.74	3.706		
511049806	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.711	3.561		
511049806.5	0	0	0	0	0	0.1	0	0	61	59	62	64	57	1400000	1900000	5.006	0.71	3.557		
511049806.8	0	0	0	0	0.1	0	0	0	58	59	61	61	57	1400000	1900000	5.014	0.825	4.141		
511049807.3	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.71	3.557		
511049807.6	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.719	3.603		
511049807.9	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.007	0.711	3.561		
511049808.5	0	0	0	0	0	0	0	0	61	59	61	61	56	1400000	1900000	5.006	0.711	3.565		
511049808.8	0	0	0	0	0	0	0	0	58	59	62	62	57	1400000	1900000	5.005	0.72	3.607		
511049809	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.005	0.72	3.607		
511049809.4	0	0	0	0	0	0.090909091	0	0	58	59	61	61	57	1400000	1900000	5.006	0.711	3.561		
511049809.9	0	0	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.005	0.719	3.599		
511049810.2	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.007	0.73	3.66		
511049810.7	0	0	0	0	0	0	0	0	59	59	62	63	57	1400000	1900000	5.006	0.714	3.573		
511049811.1	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.717	3.592		
511049811.3	0	0	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.006	0.709	3.554		
511049811.8	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.733	3.676		
511049812.2	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.006	0.71	3.557		
511049812.5	0	0	0	0	0.416666667	0.444444444	0	0	58	59	61	61	56	1400000	1900000	5.007	0.713	3.569		
511049813	0	0	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.014	0.817	4.099		
511049813.3	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.007	0.737	3.691		
511049813.6	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.711	3.561		
511049814.1	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.742	3.718		
511049814.6	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.781	3.916		
511049814.8	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.862	4.328		
511049815.2	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.763	3.825		
511049815.7	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.014	0.757	3.798		
511049816.1	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.758	3.802		
511049816.4	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.012	0.783	3.928		
511049816.9	0	0	0	1	0.2	0.3	0	0	60	59	61	63	57	1400000	1900000	5.011	0.758	3.798		
511049817.1	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.865	4.347		
511049817.6	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.778	3.901		
511049817.9	0	0	0	1	0	0	0	0	58	59	62	62	57	1400000	1900000	5.011	0.762	3.821		
511049818.4	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.01	0.757	3.794		
511049818.7	0	0	0	1	0.090909091	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.76	3.813		
511049819.1	0	0	0	1	0	0	0	0	59	59	62	62	58	1400000	1900000	5.014	0.791	3.97		
511049819.4	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.76	3.813		
511049819.8	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.772	3.87		
511049820.3	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.759	3.802		
511049820.6	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.778	3.901		
511049821	0	0	0	1	0	0.1	0	0	60	59	62	64	57	1400000	1900000	5.02	0.867	4.355		
511049821.4	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.767	3.847		
511049821.8	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.76	3.809		
511049822.2	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.015	0.791	3.97		
511049822.7	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.757	3.794		
511049822.9	0	0	0	1	0.111111111	0.272727273	0	0	59	59	61	61	57	1400000	1900000	5.01	0.781	3.912		
511049823.3	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.851	4.275		
511049823.7	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.765	3.832		
511049824.1	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.763	3.828		
511049824.5	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.011	0.762	3.821		
511049824.8	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.011	0.756	3.786		
511049825.2	0	0	0	1	0	0	0	0	59	59	62	63	58	1400000	1900000	5.019	0.843	4.233		
511049825.7	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.806	4.046		
511049825.9	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.817		
511049826.3	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.761	3.813		
511049826.8	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.76	3.809		
511049827	0	0	0	1	0.333333333	0.444444444	0	0	58	59	61	61	57	1400000	1900000	5.009	0.761	3.813		
511049827.6	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.865	4.347		
511049828	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.774	3.882		
511049828.2	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.781	3.916		
511049828.8	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.011	0.758	3.798		
511049828.9	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.011	0.756	3.794		
511049829.3	0	0	0	1	0	0	0	0	59	59	62	63	57	1400000	1900000	5.01	0.759	3.805		
511049829.8	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.02	0.882	4.431		
511049830.3	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.755	3.786		
511049830.7	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.764	3.828		
511049831	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.758	3.802		
511049831.3	0	0	0	1	0.1	0	0.090909091	0	61	59	62	64	57	1400000	1900000	5.014	0.761	3.817		
511049831.7	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.761	3.817		
511049832.1	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.759	3.802		
511049832.5	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.754	3.779		
511049832.9	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.785	3.939		
511049833.2	0	0	0	1	0.090909091	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.755	3.786		
511049833.6	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.851	4.275		
511049834.2	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.758	3.798		
511049834.4	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.758	3.798		
511049834.8	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.772	3.87		
511049835.4	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.01	0.758	3.802		
511049835.7	0	0	0	1	0.181818182	0	0	0	60	59	62	63	57	1400000	1900000	5.011	0.762	3.821		
511049835.9	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.02	0.874	4.389		
511049836.3	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.761	3.813		
511049836.9	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.821		
511049837.3	0	0	0	1	0.2	0	0	0	58	59	61	61	57	1400000	1900000	5.011	0.77	3.863		
511049837.5	0	0	0	1	0.3	0.454545455	0	0	59	59	61	61	57	1400000	1900000	5.012	0.777	3.901		
511049837.9	0	0	0	1	0.090909091	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.857	4.305		
511049838.2	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.77	3.859		
511049838.6	0	0	0	1	0.2	0	0	0	59	59	62	61	57	1400000	1900000	5.012	0.775	3.889		
511049839	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.78	3.908		
511049839.5	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.757	3.798		
511049839.8	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.86	4.317		
511049840.1	0	0	0	1	0.2	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
511049840.6	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.785	3.935		
511049840.9	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.758	3.802		
511049841.4	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.821		
511049841.6	0	0	0	1	0.3	0.333333333	0.111111111	0.090909091	60	59	61	63	57	1400000	1900000	5.01	0.757	3.798		
511049842.1	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.016	0.845	4.241		
511049842.4	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.764	3.828		
511049842.7	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.763	3.825		
511049843.2	0	0	0	1	0.111111111	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.765	3.832		
511049843.6	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.762	3.821		
511049844	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.855	4.294		
511049844.5	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.761	3.813		
511049844.9	0	0	0	1	0	0	0	0	60	59	61	61	57	1400000	1900000	5.009	0.757	3.794		
511049845.1	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.786	3.943		
511049845.6	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.759	3.802		
511049845.9	0	0	0	1	0	0	0	0	61	60	62	64	57	1400000	1900000	5.01	0.768	3.851		
511049846.3	0	0	0	1	0	0	0	0	61	59	62	62	57	1400000	1900000	5.02	0.849	4.267		
511049846.7	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.763	3.828		
511049847.1	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.755	3.786		
511049847.4	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.762	3.821		
511049847.8	0	0	0	1	0.1	0.1	0	0	60	59	61	62	57	1400000	1900000	5.011	0.761	3.817		
511049848.1	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.02	0.851	4.279		
511049848.6	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.793	3.977		
511049849	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.761	3.813		
511049849.4	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.778	3.905		
511049850	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.762	3.821		
511049850.3	0	0	0	1	0	0	0	0	60	60	62	63	58	1400000	1900000	5.011	0.762	3.821		
511049850.6	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.756	3.794		
511049851.1	0	0	0	1	0	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.763	3.825		
511049851.4	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.76	3.809		
511049851.9	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.761	3.813		
511049852.3	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
511049852.6	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.87	4.37		
511049853	0	0	0	1	0	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.783	3.924		
511049853.4	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.76	3.809		
511049853.8	0	0	0	1	0.111111111	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.757	3.794		
511049854.2	0	0	0	1	0.272727273	0.222222222	0.1	0	60	59	61	63	57	1400000	1900000	5.011	0.776	3.893		
511049854.5	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.87	4.366		
511049855	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.764	3.832		
511049855.3	0	0	0	1	0.1	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.759	3.805		
511049855.7	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.787	3.947		
511049856	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.758	3.798		
511049856.5	0	0	0	1	0	0	0	0	59	59	62	63	58	1400000	1900000	5.019	0.862	4.328		
511049856.8	0	0	0	1	0.1	0	0	0	59	59	62	62	58	1400000	1900000	5.012	0.782	3.924		
511049857.2	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.765	3.832		
511049857.6	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.765	3.832		
511049858	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.01	0.763	3.825		
511049858.4	0	0	0	1	0.181818182	0	0	0	61	59	62	64	57	1400000	1900000	5.011	0.763	3.825		
511049858.8	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.873	4.386		
511049859.2	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.77	3.863		
511049859.5	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.757	3.794		
511049859.9	0	0	0	1	0.2	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.757	3.794		
511049860.3	0	0	0	1	0.181818182	0.2	0	0	59	59	62	62	57	1400000	1900000	5.012	0.779	3.908		
511049860.7	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.882	4.431		
511049861.1	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.757	3.794		
511049861.4	0	0	0	1	0.111111111	0	0	0	59	59	62	61	57	1400000	1900000	5.009	0.758	3.802		
511049861.8	0	0	0	1	0	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.783	3.928		
511049862.2	0	0	0	1	0	0	0	0	58	59	61	61	57	1400000	1900000	5.01	0.76	3.809		
511049862.6	0	0	0	1	0	0	0	0	60	59	62	63	57	1400000	1900000	5.01	0.757	3.794		
511049863	0	0	0	1	0.090909091	0	0	0	60	59	61	62	57	1400000	1900000	5.009	0.757	3.794		
511049863.4	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.78	3.908		
511049863.8	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.757	3.798		
511049864.1	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.763	3.828		
511049864.6	0	0	0	1	0.454545455	0.333333333	0	0	60	59	62	62	57	1400000	1900000	5.016	0.82	4.118		
511049865	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.834	4.183		
511049865.2	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.759	3.802		
511049865.7	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.757	3.794		
511049866.1	0	0	0	1	0	0.1	0.090909091	0	60	59	62	62	57	1400000	1900000	5.009	0.759	3.802		
511049866.4	0	0	0	1	0	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.793	3.981		
511049866.8	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.867	4.355		
511049867.2	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.76	3.809		
511049867.6	0	0	0	1	0	0	0	0	60	59	62	62	57	1400000	1900000	5.01	0.764	3.828		
511049868.1	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.758	3.802		
511049868.3	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.769	3.855		
511049868.7	0	0	0	1	0.1	0.1	0.090909091	0	61	59	62	64	57	1400000	1900000	5.011	0.755	3.783		
511049869.1	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.02	0.859	4.313		
511049869.5	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.759	3.805		
511049869.9	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.759	3.802		
511049870.3	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.755	3.783		
511049870.7	0	0	0	1	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.757	3.794		
511049871	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.843	4.233		
511049871.4	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.015	0.79	3.966		
511049871.8	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.821		
511049872.2	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.758	3.802		
511049872.6	0	0	0	1	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.766	3.84		
511049873	0	0	0	1	0	0	0	0	60	60	63	63	57	1400000	1900000	5.011	0.758	3.798		
511049873.4	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.761	3.813		
511049873.8	0	0	0	1	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.766	3.844		
511049874.1	0	0	0	0	0	0	0	0	58	59	62	62	57	1400000	1900000	5.007	0.725	3.634		
511049874.5	0	0	0	0	0.1	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.711	3.565		
511049874.9	0	0	0	0	0.2	0.4	0	0	58	59	61	61	57	1400000	1900000	5.006	0.716	3.588		
511049875.2	0	0	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.005	0.712	3.565		
511049875.6	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.717	3.595		
511049876	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.72	3.607		
511049876.4	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.71	3.554		
511049876.8	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.713	3.573		
511049877.1	0	0	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.819	4.111		
511049877.5	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.715	3.584		
511049877.9	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.726	3.637		
511049878.3	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.733	3.676		
511049878.8	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.006	0.713	3.573		
511049879.1	0	0	0	0	0.333333333	0.333333333	0	0	59	59	61	62	57	1400000	1900000	5.005	0.71	3.554		
511049879.5	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.015	0.816	4.096		
511049879.8	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.73	3.657		
511049880.3	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.71	3.554		
511049880.7	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.71	3.554		
511049881.1	0	0	0	0	0	0	0	0	58	59	61	62	56	1400000	1900000	5.006	0.712	3.565		
511049881.5	0	0	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.015	0.821	4.122		
511049881.7	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.015	0.821	4.122		
511049882.2	0	0	0	0	0	0	0	0	58	59	62	61	56	1400000	1900000	5.007	0.709	3.554		
511049882.6	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.729	3.653		
511049882.9	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.009	0.734	3.679		
511049883.3	0	0	0	0	0	0	0	0	60	59	62	64	56	1400000	1900000	5.006	0.711	3.565		
511049883.7	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.009	0.716	3.588		
511049884.1	0	0	0	0	1	0	0	0	66	60	62	63	58	1400000	1900000	5.012	0.776	3.893		
511049884.4	0	0	0	0	1	0	0	0	68	61	64	65	59	1400000	1900000	5.037	1.059	5.336		
511049884.8	0	0	0	0	1	0.090909091	0	0	68	62	64	66	59	1400000	1900000	5.037	1.069	5.386		
511049885.2	0	0	0	0	1	0.1	0.1	0	69	62	65	66	59	1400000	1900000	5.039	1.07	5.393		
511049885.6	0	0	0	0	1	0	0	0	69	63	66	67	60	1400000	1900000	5.04	1.159	5.844		
511049885.9	0	0	0	0	1	0.090909091	0	0	70	63	66	67	60	1400000	1900000	5.039	1.099	5.542		
511049886.4	0	0	0	0	1	0	0	0	70	63	66	67	60	1400000	1900000	5.039	1.077	5.431		
511049886.7	0	0	0	0	1	0	0	0	70	63	66	68	60	1400000	1900000	5.039	1.078	5.431		
511049887.1	0	0	0	0	1	0	0	0	70	63	66	68	60	1400000	1900000	5.039	1.078	5.435		
511049887.5	0	0	0	0	1	0	0	0	70	64	67	69	61	1400000	1900000	5.039	1.125	5.672		
511049887.9	0	0	0	0	1	0.1	0	0	70	64	66	68	61	1400000	1900000	5.039	1.136	5.725		
